sample_idx,label,word,language,digit,speaker,trial,original_filename,speaker_gender,speaker_age,speaker_height
3189,17,sieben,german,7,6,6,lang-german_speaker-06_trial-6_digit-7.flac,female,35,163
3190,4,four,english,4,1,15,lang-english_speaker-01_trial-15_digit-4.flac,male,22,195
3191,12,zwei,german,2,8,16,lang-german_speaker-08_trial-16_digit-2.flac,male,21,182
3192,9,nine,english,9,0,18,lang-english_speaker-00_trial-18_digit-9.flac,male,24,180
3193,8,eight,english,8,8,14,lang-english_speaker-08_trial-14_digit-8.flac,male,21,182
3194,17,sieben,german,7,1,16,lang-german_speaker-01_trial-16_digit-7.flac,male,22,195
3195,7,seven,english,7,2,18,lang-english_speaker-02_trial-18_digit-7.flac,female,23,158
3196,5,five,english,5,0,18,lang-english_speaker-00_trial-18_digit-5.flac,male,24,180
3197,2,two,english,2,0,18,lang-english_speaker-00_trial-18_digit-2.flac,male,24,180
3198,17,sieben,german,7,10,13,lang-german_speaker-10_trial-13_digit-7.flac,female,25,160
3199,11,eins,german,1,9,16,lang-german_speaker-09_trial-16_digit-1.flac,male,32,183
3200,10,null,german,0,7,13,lang-german_speaker-07_trial-13_digit-0.flac,male,56,175
3201,7,seven,english,7,10,17,lang-english_speaker-10_trial-17_digit-7.flac,female,25,160
3202,4,four,english,4,3,8,lang-english_speaker-03_trial-8_digit-4.flac,female,23,174
3203,2,two,english,2,6,13,lang-english_speaker-06_trial-13_digit-2.flac,female,35,163
3204,0,zero,english,0,9,15,lang-english_speaker-09_trial-15_digit-0.flac,male,32,183
3205,15,fuenf,german,5,8,16,lang-german_speaker-08_trial-16_digit-5.flac,male,21,182
3206,13,drei,german,3,10,13,lang-german_speaker-10_trial-13_digit-3.flac,female,25,160
3207,12,zwei,german,2,3,16,lang-german_speaker-03_trial-16_digit-2.flac,female,23,174
3208,14,vier,german,4,0,16,lang-german_speaker-00_trial-16_digit-4.flac,male,24,180
3209,3,three,english,3,1,15,lang-english_speaker-01_trial-15_digit-3.flac,male,22,195
3210,5,five,english,5,9,15,lang-english_speaker-09_trial-15_digit-5.flac,male,32,183
3211,10,null,german,0,8,17,lang-german_speaker-08_trial-17_digit-0.flac,male,21,182
3212,2,two,english,2,11,16,lang-english_speaker-11_trial-16_digit-2.flac,female,31,163
3213,8,eight,english,8,6,13,lang-english_speaker-06_trial-13_digit-8.flac,female,35,163
3214,13,drei,german,3,8,17,lang-german_speaker-08_trial-17_digit-3.flac,male,21,182
3215,9,nine,english,9,2,18,lang-english_speaker-02_trial-18_digit-9.flac,female,23,158
3216,9,nine,english,9,10,17,lang-english_speaker-10_trial-17_digit-9.flac,female,25,160
3217,1,one,english,1,2,19,lang-english_speaker-02_trial-19_digit-1.flac,female,23,158
3218,5,five,english,5,0,18,lang-english_speaker-00_trial-18_digit-5.flac,male,24,180
3219,0,zero,english,0,7,14,lang-english_speaker-07_trial-14_digit-0.flac,male,56,175
3220,15,fuenf,german,5,11,27,lang-german_speaker-11_trial-27_digit-5.flac,female,31,163
3221,19,neun,german,9,7,13,lang-german_speaker-07_trial-13_digit-9.flac,male,56,175
3222,10,null,german,0,11,27,lang-german_speaker-11_trial-27_digit-0.flac,female,31,163
3223,0,zero,english,0,0,19,lang-english_speaker-00_trial-19_digit-0.flac,male,24,180
3224,1,one,english,1,8,14,lang-english_speaker-08_trial-14_digit-1.flac,male,21,182
3225,4,four,english,4,2,19,lang-english_speaker-02_trial-19_digit-4.flac,female,23,158
3226,7,seven,english,7,9,15,lang-english_speaker-09_trial-15_digit-7.flac,male,32,183
3227,4,four,english,4,8,14,lang-english_speaker-08_trial-14_digit-4.flac,male,21,182
3228,2,two,english,2,3,8,lang-english_speaker-03_trial-8_digit-2.flac,female,23,174
3229,0,zero,english,0,6,14,lang-english_speaker-06_trial-14_digit-0.flac,female,35,163
3230,4,four,english,4,1,15,lang-english_speaker-01_trial-15_digit-4.flac,male,22,195
3231,2,two,english,2,8,14,lang-english_speaker-08_trial-14_digit-2.flac,male,21,182
3232,1,one,english,1,2,19,lang-english_speaker-02_trial-19_digit-1.flac,female,23,158
3233,15,fuenf,german,5,7,13,lang-german_speaker-07_trial-13_digit-5.flac,male,56,175
3234,6,six,english,6,2,19,lang-english_speaker-02_trial-19_digit-6.flac,female,23,158
3235,7,seven,english,7,1,15,lang-english_speaker-01_trial-15_digit-7.flac,male,22,195
3236,16,sechs,german,6,1,16,lang-german_speaker-01_trial-16_digit-6.flac,male,22,195
3237,6,six,english,6,11,16,lang-english_speaker-11_trial-16_digit-6.flac,female,31,163
3238,17,sieben,german,7,9,16,lang-german_speaker-09_trial-16_digit-7.flac,male,32,183
3239,2,two,english,2,2,19,lang-english_speaker-02_trial-19_digit-2.flac,female,23,158
3240,19,neun,german,9,0,16,lang-german_speaker-00_trial-16_digit-9.flac,male,24,180
3241,1,one,english,1,2,19,lang-english_speaker-02_trial-19_digit-1.flac,female,23,158
3242,11,eins,german,1,1,17,lang-german_speaker-01_trial-17_digit-1.flac,male,22,195
3243,5,five,english,5,9,15,lang-english_speaker-09_trial-15_digit-5.flac,male,32,183
3244,17,sieben,german,7,1,17,lang-german_speaker-01_trial-17_digit-7.flac,male,22,195
3245,4,four,english,4,1,15,lang-english_speaker-01_trial-15_digit-4.flac,male,22,195
3246,11,eins,german,1,9,16,lang-german_speaker-09_trial-16_digit-1.flac,male,32,183
3247,14,vier,german,4,11,27,lang-german_speaker-11_trial-27_digit-4.flac,female,31,163
3248,0,zero,english,0,7,14,lang-english_speaker-07_trial-14_digit-0.flac,male,56,175
3249,11,eins,german,1,8,17,lang-german_speaker-08_trial-17_digit-1.flac,male,21,182
3250,3,three,english,3,8,14,lang-english_speaker-08_trial-14_digit-3.flac,male,21,182
3251,3,three,english,3,10,17,lang-english_speaker-10_trial-17_digit-3.flac,female,25,160
3252,18,acht,german,8,11,27,lang-german_speaker-11_trial-27_digit-8.flac,female,31,163
3253,8,eight,english,8,10,17,lang-english_speaker-10_trial-17_digit-8.flac,female,25,160
3254,12,zwei,german,2,6,6,lang-german_speaker-06_trial-6_digit-2.flac,female,35,163
3255,6,six,english,6,6,14,lang-english_speaker-06_trial-14_digit-6.flac,female,35,163
3256,12,zwei,german,2,11,27,lang-german_speaker-11_trial-27_digit-2.flac,female,31,163
3257,7,seven,english,7,9,15,lang-english_speaker-09_trial-15_digit-7.flac,male,32,183
3258,0,zero,english,0,10,18,lang-english_speaker-10_trial-18_digit-0.flac,female,25,160
3259,9,nine,english,9,6,14,lang-english_speaker-06_trial-14_digit-9.flac,female,35,163
3260,19,neun,german,9,2,22,lang-german_speaker-02_trial-22_digit-9.flac,female,23,158
3261,16,sechs,german,6,0,16,lang-german_speaker-00_trial-16_digit-6.flac,male,24,180
3262,19,neun,german,9,7,13,lang-german_speaker-07_trial-13_digit-9.flac,male,56,175
3263,10,null,german,0,10,14,lang-german_speaker-10_trial-14_digit-0.flac,female,25,160
3264,16,sechs,german,6,1,17,lang-german_speaker-01_trial-17_digit-6.flac,male,22,195
3265,18,acht,german,8,0,16,lang-german_speaker-00_trial-16_digit-8.flac,male,24,180
3266,11,eins,german,1,1,17,lang-german_speaker-01_trial-17_digit-1.flac,male,22,195
3267,12,zwei,german,2,2,22,lang-german_speaker-02_trial-22_digit-2.flac,female,23,158
3268,16,sechs,german,6,7,13,lang-german_speaker-07_trial-13_digit-6.flac,male,56,175
3269,18,acht,german,8,2,22,lang-german_speaker-02_trial-22_digit-8.flac,female,23,158
3270,14,vier,german,4,10,14,lang-german_speaker-10_trial-14_digit-4.flac,female,25,160
3271,7,seven,english,7,10,18,lang-english_speaker-10_trial-18_digit-7.flac,female,25,160
3272,1,one,english,1,2,19,lang-english_speaker-02_trial-19_digit-1.flac,female,23,158
3273,17,sieben,german,7,1,17,lang-german_speaker-01_trial-17_digit-7.flac,male,22,195
3274,18,acht,german,8,1,17,lang-german_speaker-01_trial-17_digit-8.flac,male,22,195
3275,6,six,english,6,7,14,lang-english_speaker-07_trial-14_digit-6.flac,male,56,175
3276,13,drei,german,3,7,13,lang-german_speaker-07_trial-13_digit-3.flac,male,56,175
3277,2,two,english,2,3,8,lang-english_speaker-03_trial-8_digit-2.flac,female,23,174
3278,14,vier,german,4,7,13,lang-german_speaker-07_trial-13_digit-4.flac,male,56,175
3279,10,null,german,0,2,23,lang-german_speaker-02_trial-23_digit-0.flac,female,23,158
3280,4,four,english,4,1,15,lang-english_speaker-01_trial-15_digit-4.flac,male,22,195
3281,2,two,english,2,1,15,lang-english_speaker-01_trial-15_digit-2.flac,male,22,195
3282,10,null,german,0,11,28,lang-german_speaker-11_trial-28_digit-0.flac,female,31,163
3283,16,sechs,german,6,11,28,lang-german_speaker-11_trial-28_digit-6.flac,female,31,163
3284,2,two,english,2,3,8,lang-english_speaker-03_trial-8_digit-2.flac,female,23,174
3285,4,four,english,4,3,8,lang-english_speaker-03_trial-8_digit-4.flac,female,23,174
3286,16,sechs,german,6,1,17,lang-german_speaker-01_trial-17_digit-6.flac,male,22,195
3287,8,eight,english,8,9,15,lang-english_speaker-09_trial-15_digit-8.flac,male,32,183
3288,6,six,english,6,3,8,lang-english_speaker-03_trial-8_digit-6.flac,female,23,174
3289,4,four,english,4,3,8,lang-english_speaker-03_trial-8_digit-4.flac,female,23,174
3290,17,sieben,german,7,0,16,lang-german_speaker-00_trial-16_digit-7.flac,male,24,180
3291,10,null,german,0,1,18,lang-german_speaker-01_trial-18_digit-0.flac,male,22,195
3292,16,sechs,german,6,0,16,lang-german_speaker-00_trial-16_digit-6.flac,male,24,180
3293,10,null,german,0,9,17,lang-german_speaker-09_trial-17_digit-0.flac,male,32,183
3294,6,six,english,6,6,14,lang-english_speaker-06_trial-14_digit-6.flac,female,35,163
3295,10,null,german,0,1,18,lang-german_speaker-01_trial-18_digit-0.flac,male,22,195
3296,7,seven,english,7,3,8,lang-english_speaker-03_trial-8_digit-7.flac,female,23,174
3297,12,zwei,german,2,11,28,lang-german_speaker-11_trial-28_digit-2.flac,female,31,163
3298,18,acht,german,8,2,23,lang-german_speaker-02_trial-23_digit-8.flac,female,23,158
3299,3,three,english,3,10,18,lang-english_speaker-10_trial-18_digit-3.flac,female,25,160
3300,0,zero,english,0,1,16,lang-english_speaker-01_trial-16_digit-0.flac,male,22,195
3301,14,vier,german,4,3,16,lang-german_speaker-03_trial-16_digit-4.flac,female,23,174
3302,9,nine,english,9,1,16,lang-english_speaker-01_trial-16_digit-9.flac,male,22,195
3303,16,sechs,german,6,2,23,lang-german_speaker-02_trial-23_digit-6.flac,female,23,158
3304,13,drei,german,3,0,16,lang-german_speaker-00_trial-16_digit-3.flac,male,24,180
3305,4,four,english,4,6,14,lang-english_speaker-06_trial-14_digit-4.flac,female,35,163
3306,8,eight,english,8,2,19,lang-english_speaker-02_trial-19_digit-8.flac,female,23,158
3307,18,acht,german,8,8,17,lang-german_speaker-08_trial-17_digit-8.flac,male,21,182
3308,16,sechs,german,6,3,16,lang-german_speaker-03_trial-16_digit-6.flac,female,23,174
3309,19,neun,german,9,3,16,lang-german_speaker-03_trial-16_digit-9.flac,female,23,174
3310,19,neun,german,9,3,16,lang-german_speaker-03_trial-16_digit-9.flac,female,23,174
3311,1,one,english,1,2,19,lang-english_speaker-02_trial-19_digit-1.flac,female,23,158
3312,9,nine,english,9,11,16,lang-english_speaker-11_trial-16_digit-9.flac,female,31,163
3313,11,eins,german,1,8,17,lang-german_speaker-08_trial-17_digit-1.flac,male,21,182
3314,6,six,english,6,6,14,lang-english_speaker-06_trial-14_digit-6.flac,female,35,163
3315,6,six,english,6,7,14,lang-english_speaker-07_trial-14_digit-6.flac,male,56,175
3316,3,three,english,3,10,18,lang-english_speaker-10_trial-18_digit-3.flac,female,25,160
3317,0,zero,english,0,11,17,lang-english_speaker-11_trial-17_digit-0.flac,female,31,163
3318,2,two,english,2,1,16,lang-english_speaker-01_trial-16_digit-2.flac,male,22,195
3319,4,four,english,4,9,15,lang-english_speaker-09_trial-15_digit-4.flac,male,32,183
3320,11,eins,german,1,1,18,lang-german_speaker-01_trial-18_digit-1.flac,male,22,195
3321,12,zwei,german,2,7,13,lang-german_speaker-07_trial-13_digit-2.flac,male,56,175
3322,0,zero,english,0,3,9,lang-english_speaker-03_trial-9_digit-0.flac,female,23,174
3323,18,acht,german,8,9,17,lang-german_speaker-09_trial-17_digit-8.flac,male,32,183
3324,18,acht,german,8,1,18,lang-german_speaker-01_trial-18_digit-8.flac,male,22,195
3325,17,sieben,german,7,3,16,lang-german_speaker-03_trial-16_digit-7.flac,female,23,174
3326,9,nine,english,9,3,9,lang-english_speaker-03_trial-9_digit-9.flac,female,23,174
3327,13,drei,german,3,11,28,lang-german_speaker-11_trial-28_digit-3.flac,female,31,163
3328,2,two,english,2,8,14,lang-english_speaker-08_trial-14_digit-2.flac,male,21,182
3329,10,null,german,0,2,24,lang-german_speaker-02_trial-24_digit-0.flac,female,23,158
3330,9,nine,english,9,9,15,lang-english_speaker-09_trial-15_digit-9.flac,male,32,183
3331,13,drei,german,3,1,18,lang-german_speaker-01_trial-18_digit-3.flac,male,22,195
3332,9,nine,english,9,2,19,lang-english_speaker-02_trial-19_digit-9.flac,female,23,158
3333,14,vier,german,4,1,18,lang-german_speaker-01_trial-18_digit-4.flac,male,22,195
3334,6,six,english,6,11,17,lang-english_speaker-11_trial-17_digit-6.flac,female,31,163
3335,11,eins,german,1,0,17,lang-german_speaker-00_trial-17_digit-1.flac,male,24,180
3336,9,nine,english,9,0,19,lang-english_speaker-00_trial-19_digit-9.flac,male,24,180
3337,19,neun,german,9,10,14,lang-german_speaker-10_trial-14_digit-9.flac,female,25,160
3338,4,four,english,4,1,16,lang-english_speaker-01_trial-16_digit-4.flac,male,22,195
3339,5,five,english,5,6,14,lang-english_speaker-06_trial-14_digit-5.flac,female,35,163
3340,8,eight,english,8,6,14,lang-english_speaker-06_trial-14_digit-8.flac,female,35,163
3341,9,nine,english,9,1,16,lang-english_speaker-01_trial-16_digit-9.flac,male,22,195
3342,11,eins,german,1,7,14,lang-german_speaker-07_trial-14_digit-1.flac,male,56,175
3343,9,nine,english,9,7,14,lang-english_speaker-07_trial-14_digit-9.flac,male,56,175
3344,2,two,english,2,2,19,lang-english_speaker-02_trial-19_digit-2.flac,female,23,158
3345,4,four,english,4,10,18,lang-english_speaker-10_trial-18_digit-4.flac,female,25,160
3346,10,null,german,0,7,14,lang-german_speaker-07_trial-14_digit-0.flac,male,56,175
3347,16,sechs,german,6,9,17,lang-german_speaker-09_trial-17_digit-6.flac,male,32,183
3348,7,seven,english,7,0,19,lang-english_speaker-00_trial-19_digit-7.flac,male,24,180
3349,8,eight,english,8,6,14,lang-english_speaker-06_trial-14_digit-8.flac,female,35,163
3350,0,zero,english,0,8,15,lang-english_speaker-08_trial-15_digit-0.flac,male,21,182
3351,11,eins,german,1,3,17,lang-german_speaker-03_trial-17_digit-1.flac,female,23,174
3352,15,fuenf,german,5,11,28,lang-german_speaker-11_trial-28_digit-5.flac,female,31,163
3353,16,sechs,german,6,8,17,lang-german_speaker-08_trial-17_digit-6.flac,male,21,182
3354,1,one,english,1,9,16,lang-english_speaker-09_trial-16_digit-1.flac,male,32,183
3355,13,drei,german,3,11,28,lang-german_speaker-11_trial-28_digit-3.flac,female,31,163
3356,2,two,english,2,8,15,lang-english_speaker-08_trial-15_digit-2.flac,male,21,182
3357,3,three,english,3,9,16,lang-english_speaker-09_trial-16_digit-3.flac,male,32,183
3358,2,two,english,2,7,14,lang-english_speaker-07_trial-14_digit-2.flac,male,56,175
3359,2,two,english,2,9,16,lang-english_speaker-09_trial-16_digit-2.flac,male,32,183
3360,8,eight,english,8,6,14,lang-english_speaker-06_trial-14_digit-8.flac,female,35,163
3361,8,eight,english,8,6,14,lang-english_speaker-06_trial-14_digit-8.flac,female,35,163
3362,4,four,english,4,7,14,lang-english_speaker-07_trial-14_digit-4.flac,male,56,175
3363,10,null,german,0,7,14,lang-german_speaker-07_trial-14_digit-0.flac,male,56,175
3364,16,sechs,german,6,2,24,lang-german_speaker-02_trial-24_digit-6.flac,female,23,158
3365,8,eight,english,8,7,14,lang-english_speaker-07_trial-14_digit-8.flac,male,56,175
3366,10,null,german,0,11,28,lang-german_speaker-11_trial-28_digit-0.flac,female,31,163
3367,4,four,english,4,8,15,lang-english_speaker-08_trial-15_digit-4.flac,male,21,182
3368,14,vier,german,4,10,14,lang-german_speaker-10_trial-14_digit-4.flac,female,25,160
3369,4,four,english,4,8,15,lang-english_speaker-08_trial-15_digit-4.flac,male,21,182
3370,19,neun,german,9,11,28,lang-german_speaker-11_trial-28_digit-9.flac,female,31,163
3371,15,fuenf,german,5,9,17,lang-german_speaker-09_trial-17_digit-5.flac,male,32,183
3372,0,zero,english,0,3,10,lang-english_speaker-03_trial-10_digit-0.flac,female,23,174
3373,17,sieben,german,7,9,17,lang-german_speaker-09_trial-17_digit-7.flac,male,32,183
3374,8,eight,english,8,11,17,lang-english_speaker-11_trial-17_digit-8.flac,female,31,163
3375,17,sieben,german,7,7,14,lang-german_speaker-07_trial-14_digit-7.flac,male,56,175
3376,7,seven,english,7,7,14,lang-english_speaker-07_trial-14_digit-7.flac,male,56,175
3377,17,sieben,german,7,11,28,lang-german_speaker-11_trial-28_digit-7.flac,female,31,163
3378,2,two,english,2,10,18,lang-english_speaker-10_trial-18_digit-2.flac,female,25,160
3379,5,five,english,5,0,19,lang-english_speaker-00_trial-19_digit-5.flac,male,24,180
3380,10,null,german,0,0,17,lang-german_speaker-00_trial-17_digit-0.flac,male,24,180
3381,6,six,english,6,1,16,lang-english_speaker-01_trial-16_digit-6.flac,male,22,195
3382,9,nine,english,9,6,14,lang-english_speaker-06_trial-14_digit-9.flac,female,35,163
3383,16,sechs,german,6,8,17,lang-german_speaker-08_trial-17_digit-6.flac,male,21,182
3384,12,zwei,german,2,3,17,lang-german_speaker-03_trial-17_digit-2.flac,female,23,174
3385,17,sieben,german,7,0,17,lang-german_speaker-00_trial-17_digit-7.flac,male,24,180
3386,6,six,english,6,10,18,lang-english_speaker-10_trial-18_digit-6.flac,female,25,160
3387,7,seven,english,7,6,14,lang-english_speaker-06_trial-14_digit-7.flac,female,35,163
3388,13,drei,german,3,2,24,lang-german_speaker-02_trial-24_digit-3.flac,female,23,158
3389,5,five,english,5,7,14,lang-english_speaker-07_trial-14_digit-5.flac,male,56,175
3390,3,three,english,3,8,15,lang-english_speaker-08_trial-15_digit-3.flac,male,21,182
3391,0,zero,english,0,2,20,lang-english_speaker-02_trial-20_digit-0.flac,female,23,158
3392,16,sechs,german,6,1,18,lang-german_speaker-01_trial-18_digit-6.flac,male,22,195
3393,6,six,english,6,2,20,lang-english_speaker-02_trial-20_digit-6.flac,female,23,158
3394,2,two,english,2,1,16,lang-english_speaker-01_trial-16_digit-2.flac,male,22,195
3395,6,six,english,6,8,15,lang-english_speaker-08_trial-15_digit-6.flac,male,21,182
3396,12,zwei,german,2,10,14,lang-german_speaker-10_trial-14_digit-2.flac,female,25,160
3397,15,fuenf,german,5,3,17,lang-german_speaker-03_trial-17_digit-5.flac,female,23,174
3398,4,four,english,4,10,18,lang-english_speaker-10_trial-18_digit-4.flac,female,25,160
3399,3,three,english,3,9,16,lang-english_speaker-09_trial-16_digit-3.flac,male,32,183
3400,11,eins,german,1,11,29,lang-german_speaker-11_trial-29_digit-1.flac,female,31,163
3401,15,fuenf,german,5,11,29,lang-german_speaker-11_trial-29_digit-5.flac,female,31,163
3402,8,eight,english,8,2,20,lang-english_speaker-02_trial-20_digit-8.flac,female,23,158
3403,9,nine,english,9,8,15,lang-english_speaker-08_trial-15_digit-9.flac,male,21,182
3404,13,drei,german,3,8,17,lang-german_speaker-08_trial-17_digit-3.flac,male,21,182
3405,6,six,english,6,0,19,lang-english_speaker-00_trial-19_digit-6.flac,male,24,180
3406,15,fuenf,german,5,0,17,lang-german_speaker-00_trial-17_digit-5.flac,male,24,180
3407,8,eight,english,8,2,20,lang-english_speaker-02_trial-20_digit-8.flac,female,23,158
3408,12,zwei,german,2,11,29,lang-german_speaker-11_trial-29_digit-2.flac,female,31,163
3409,4,four,english,4,0,19,lang-english_speaker-00_trial-19_digit-4.flac,male,24,180
3410,11,eins,german,1,11,29,lang-german_speaker-11_trial-29_digit-1.flac,female,31,163
3411,15,fuenf,german,5,10,14,lang-german_speaker-10_trial-14_digit-5.flac,female,25,160
3412,7,seven,english,7,7,14,lang-english_speaker-07_trial-14_digit-7.flac,male,56,175
3413,8,eight,english,8,1,16,lang-english_speaker-01_trial-16_digit-8.flac,male,22,195
3414,6,six,english,6,0,19,lang-english_speaker-00_trial-19_digit-6.flac,male,24,180
3415,13,drei,german,3,11,29,lang-german_speaker-11_trial-29_digit-3.flac,female,31,163
3416,12,zwei,german,2,3,17,lang-german_speaker-03_trial-17_digit-2.flac,female,23,174
3417,9,nine,english,9,3,10,lang-english_speaker-03_trial-10_digit-9.flac,female,23,174
3418,6,six,english,6,1,16,lang-english_speaker-01_trial-16_digit-6.flac,male,22,195
3419,12,zwei,german,2,3,17,lang-german_speaker-03_trial-17_digit-2.flac,female,23,174
3420,7,seven,english,7,11,17,lang-english_speaker-11_trial-17_digit-7.flac,female,31,163
3421,11,eins,german,1,8,17,lang-german_speaker-08_trial-17_digit-1.flac,male,21,182
3422,5,five,english,5,8,15,lang-english_speaker-08_trial-15_digit-5.flac,male,21,182
3423,16,sechs,german,6,1,18,lang-german_speaker-01_trial-18_digit-6.flac,male,22,195
3424,1,one,english,1,9,16,lang-english_speaker-09_trial-16_digit-1.flac,male,32,183
3425,0,zero,english,0,1,17,lang-english_speaker-01_trial-17_digit-0.flac,male,22,195
3426,16,sechs,german,6,9,17,lang-german_speaker-09_trial-17_digit-6.flac,male,32,183
3427,17,sieben,german,7,2,24,lang-german_speaker-02_trial-24_digit-7.flac,female,23,158
3428,3,three,english,3,11,17,lang-english_speaker-11_trial-17_digit-3.flac,female,31,163
3429,14,vier,german,4,11,29,lang-german_speaker-11_trial-29_digit-4.flac,female,31,163
3430,4,four,english,4,8,15,lang-english_speaker-08_trial-15_digit-4.flac,male,21,182
3431,1,one,english,1,6,15,lang-english_speaker-06_trial-15_digit-1.flac,female,35,163
3432,3,three,english,3,6,15,lang-english_speaker-06_trial-15_digit-3.flac,female,35,163
3433,5,five,english,5,7,14,lang-english_speaker-07_trial-14_digit-5.flac,male,56,175
3434,13,drei,german,3,10,14,lang-german_speaker-10_trial-14_digit-3.flac,female,25,160
3435,1,one,english,1,0,20,lang-english_speaker-00_trial-20_digit-1.flac,male,24,180
3436,7,seven,english,7,10,18,lang-english_speaker-10_trial-18_digit-7.flac,female,25,160
3437,9,nine,english,9,2,20,lang-english_speaker-02_trial-20_digit-9.flac,female,23,158
3438,8,eight,english,8,3,10,lang-english_speaker-03_trial-10_digit-8.flac,female,23,174
3439,16,sechs,german,6,10,14,lang-german_speaker-10_trial-14_digit-6.flac,female,25,160
3440,9,nine,english,9,1,17,lang-english_speaker-01_trial-17_digit-9.flac,male,22,195
3441,0,zero,english,0,2,21,lang-english_speaker-02_trial-21_digit-0.flac,female,23,158
3442,19,neun,german,9,0,17,lang-german_speaker-00_trial-17_digit-9.flac,male,24,180
3443,16,sechs,german,6,10,14,lang-german_speaker-10_trial-14_digit-6.flac,female,25,160
3444,1,one,english,1,1,18,lang-english_speaker-01_trial-18_digit-1.flac,male,22,195
3445,3,three,english,3,10,18,lang-english_speaker-10_trial-18_digit-3.flac,female,25,160
3446,11,eins,german,1,10,15,lang-german_speaker-10_trial-15_digit-1.flac,female,25,160
3447,3,three,english,3,10,18,lang-english_speaker-10_trial-18_digit-3.flac,female,25,160
3448,15,fuenf,german,5,9,17,lang-german_speaker-09_trial-17_digit-5.flac,male,32,183
3449,19,neun,german,9,3,17,lang-german_speaker-03_trial-17_digit-9.flac,female,23,174
3450,13,drei,german,3,9,17,lang-german_speaker-09_trial-17_digit-3.flac,male,32,183
3451,15,fuenf,german,5,7,14,lang-german_speaker-07_trial-14_digit-5.flac,male,56,175
3452,14,vier,german,4,1,18,lang-german_speaker-01_trial-18_digit-4.flac,male,22,195
3453,6,six,english,6,0,20,lang-english_speaker-00_trial-20_digit-6.flac,male,24,180
3454,4,four,english,4,2,21,lang-english_speaker-02_trial-21_digit-4.flac,female,23,158
3455,4,four,english,4,2,21,lang-english_speaker-02_trial-21_digit-4.flac,female,23,158
3456,9,nine,english,9,3,10,lang-english_speaker-03_trial-10_digit-9.flac,female,23,174
3457,1,one,english,1,9,16,lang-english_speaker-09_trial-16_digit-1.flac,male,32,183
3458,16,sechs,german,6,0,17,lang-german_speaker-00_trial-17_digit-6.flac,male,24,180
3459,18,acht,german,8,11,29,lang-german_speaker-11_trial-29_digit-8.flac,female,31,163
3460,2,two,english,2,0,20,lang-english_speaker-00_trial-20_digit-2.flac,male,24,180
3461,12,zwei,german,2,1,18,lang-german_speaker-01_trial-18_digit-2.flac,male,22,195
3462,6,six,english,6,7,14,lang-english_speaker-07_trial-14_digit-6.flac,male,56,175
3463,10,null,german,0,3,18,lang-german_speaker-03_trial-18_digit-0.flac,female,23,174
3464,2,two,english,2,7,14,lang-english_speaker-07_trial-14_digit-2.flac,male,56,175
3465,16,sechs,german,6,11,29,lang-german_speaker-11_trial-29_digit-6.flac,female,31,163
3466,3,three,english,3,9,16,lang-english_speaker-09_trial-16_digit-3.flac,male,32,183
3467,12,zwei,german,2,10,15,lang-german_speaker-10_trial-15_digit-2.flac,female,25,160
3468,14,vier,german,4,2,24,lang-german_speaker-02_trial-24_digit-4.flac,female,23,158
3469,3,three,english,3,1,18,lang-english_speaker-01_trial-18_digit-3.flac,male,22,195
3470,5,five,english,5,0,20,lang-english_speaker-00_trial-20_digit-5.flac,male,24,180
3471,14,vier,german,4,11,29,lang-german_speaker-11_trial-29_digit-4.flac,female,31,163
3472,13,drei,german,3,9,17,lang-german_speaker-09_trial-17_digit-3.flac,male,32,183
3473,16,sechs,german,6,6,6,lang-german_speaker-06_trial-6_digit-6.flac,female,35,163
3474,14,vier,german,4,3,18,lang-german_speaker-03_trial-18_digit-4.flac,female,23,174
3475,0,zero,english,0,0,20,lang-english_speaker-00_trial-20_digit-0.flac,male,24,180
3476,0,zero,english,0,10,19,lang-english_speaker-10_trial-19_digit-0.flac,female,25,160
3477,2,two,english,2,11,17,lang-english_speaker-11_trial-17_digit-2.flac,female,31,163
3478,4,four,english,4,6,15,lang-english_speaker-06_trial-15_digit-4.flac,female,35,163
3479,13,drei,german,3,2,24,lang-german_speaker-02_trial-24_digit-3.flac,female,23,158
3480,15,fuenf,german,5,0,17,lang-german_speaker-00_trial-17_digit-5.flac,male,24,180
3481,4,four,english,4,10,19,lang-english_speaker-10_trial-19_digit-4.flac,female,25,160
3482,17,sieben,german,7,6,6,lang-german_speaker-06_trial-6_digit-7.flac,female,35,163
3483,18,acht,german,8,1,18,lang-german_speaker-01_trial-18_digit-8.flac,male,22,195
3484,7,seven,english,7,10,19,lang-english_speaker-10_trial-19_digit-7.flac,female,25,160
3485,9,nine,english,9,0,20,lang-english_speaker-00_trial-20_digit-9.flac,male,24,180
3486,7,seven,english,7,1,18,lang-english_speaker-01_trial-18_digit-7.flac,male,22,195
3487,11,eins,german,1,9,17,lang-german_speaker-09_trial-17_digit-1.flac,male,32,183
3488,7,seven,english,7,9,16,lang-english_speaker-09_trial-16_digit-7.flac,male,32,183
3489,11,eins,german,1,9,17,lang-german_speaker-09_trial-17_digit-1.flac,male,32,183
3490,3,three,english,3,0,20,lang-english_speaker-00_trial-20_digit-3.flac,male,24,180
3491,19,neun,german,9,9,17,lang-german_speaker-09_trial-17_digit-9.flac,male,32,183
3492,12,zwei,german,2,7,14,lang-german_speaker-07_trial-14_digit-2.flac,male,56,175
